organic_formula,organic_concentration,organic_temperature,organic_soak_time,organic_ph,organic_curing_time,Model_Predicted_Adhesion,True_Adhesion,Adhesion_Error,Model_Predicted_Coverage,True_Coverage,Coverage_Error,Model_Predicted_Uniformity,True_Uniformity,Uniformity_Error
30.0,4.9,30.0,300.0,8.5,60.0,0.8150331,0.8149008,0.00013227819366457005,2.6953816,2.6947713,0.0006103413879392505,3.1059165,3.10478,0.0011365000915528611
29.0,4.9,40.0,240.0,5.0,40.0,1.2079816,1.2079313,5.028645629878703e-05,3.7400112,3.7389154,0.0010958152099607155,1.3087584,1.3047621,0.003996278028869593
30.0,4.6,35.0,300.0,9.0,60.0,1.3221065,1.322225,-0.00011851940155027663,3.2763598,3.2763352,2.459652404773749e-05,2.5109897,2.5143666,-0.0033769340148923632
30.0,4.5,40.0,10.0,8.0,60.0,1.5126013,1.5124449,0.00015635637054445262,4.16848,4.168559,-7.90805664063754e-05,0.92185634,0.9211371,0.0007192437461852608
29.0,4.8,40.0,290.0,5.0,30.0,1.0181653,1.0179712,0.00019414996032707244,3.7879305,3.7892973,-0.0013668114135740872,1.2005537,1.1986161,0.0019375556243896863
30.0,4.9,40.0,20.0,8.5,60.0,1.4350481,1.4356673,-0.0006191966674804483,4.180371,4.180978,-0.000607192352294561,1.1785932,1.176887,0.0017061587219238117
30.0,5.0,40.0,20.0,9.0,40.0,1.1646001,1.1650934,-0.0004932661041259223,4.0894675,4.083813,0.005654525482177597,1.1167048,1.1142561,0.002448721586608915
30.0,4.9,40.0,20.0,8.0,60.0,1.4022961,1.4011598,0.0011362662841796212,4.161358,4.1632195,-0.00186162036132842,1.1606256,1.1584388,0.002186776972961324
30.0,5.0,40.0,50.0,8.0,55.0,1.3447237,1.3436649,0.0010588014770507304,4.107879,4.1117835,-0.0039043381652827946,1.2720246,1.2595271,0.012497531500244241
30.0,4.5,40.0,219.99998,8.5,60.0,1.8556653,1.8559177,-0.00025237388153076523,3.9719803,3.9710467,0.0009336333282470299,1.5291609,1.5265803,0.0025805572006225574
30.0,3.7,40.0,300.0,9.0,60.0,2.188205,2.188184,2.1003738403191363e-05,3.8910797,3.8912873,-0.0002076357696534359,1.4085784,1.4075803,0.000998095843505853
30.0,4.6,30.0,300.0,9.0,60.0,0.91158736,0.91222495,-0.0006375924789429055,2.7264242,2.726335,8.921722412091881e-05,2.9805427,2.9810333,-0.0004906402404785126
30.0,3.7,40.0,260.0,9.0,60.0,2.1342432,2.1343908,-0.00014755010681133385,3.929933,3.9297104,0.00022267113647478354,1.2959814,1.2932945,0.0026869071655273302
22.0,4.4,30.0,300.0,5.5,60.0,0.791126,0.7910231,0.00010291280212404441,1.6246926,1.6242632,0.0004293592422486281,2.3005693,2.3011098,-0.0005405041168211611
26.0,5.0,40.0,300.0,10.0,60.0,1.699344,1.6980808,0.0012632389633178143,3.4821792,3.4818976,0.00028156488647468336,1.9899297,1.9887443,0.0011853760559081827
30.0,4.9,40.0,10.0,8.5,60.0,1.4205779,1.421012,-0.0004341162796019926,4.1900845,4.1912,-0.0011155426025393211,1.1562335,1.1489067,0.007326849118042045
30.0,5.0,40.0,60.0,9.0,55.0,1.4087708,1.4082265,0.0005442996368407726,4.139387,4.14003,-0.0006428692626956334,1.3239311,1.3231772,0.0007538979843140226
30.0,5.0,40.0,20.0,8.5,45.0,1.2090256,1.2091033,-7.767858581542164e-05,4.1001616,4.099985,0.00017655242919900616,1.1386652,1.135101,0.0035641992797852406
30.0,4.9,35.0,300.0,9.0,60.0,1.2259883,1.2256153,0.0003729688522338126,3.2802446,3.2797713,0.00047328885192854386,2.6738958,2.673113,0.0007828358764649934
30.0,5.0,35.0,270.0,9.0,50.0,0.84029937,0.8399333,0.00036606790466309214,3.352348,3.35469,-0.0023419107818605234,2.481443,2.4845364,-0.003093471685791105
30.0,2.2,40.0,300.0,9.0,60.0,2.445654,2.4463265,-0.0006725845947266329,3.7494888,3.7504086,-0.0009197694335938422,0.8511838,0.85,0.0011837720870971902
30.0,4.7,25.0,300.0,9.0,60.0,0.68188196,0.68196565,-8.368579330442216e-05,2.278278,2.2779384,0.00033971241149899356,3.2935781,3.2886298,0.004948347888183768
20.0,5.0,35.0,300.0,11.0,60.0,0.9257971,0.92562264,0.00017446483551020187,2.134762,2.1349943,-0.0002322512786863129,2.4722595,2.474752,-0.002492478515625063
20.0,4.6,35.0,290.0,10.5,60.0,1.054857,1.0545675,0.0002895156097411089,2.134816,2.135052,-0.00023606867980952018,2.2151234,2.2128856,0.0022378149932862357
30.0,4.9,30.0,300.0,9.0,60.0,0.81542385,0.8156151,-0.00019125375518802556,2.7300165,2.7297711,0.0002453699554445521,3.1458445,3.1397798,0.006064659533691508
30.0,4.0,40.0,120.0,9.0,60.0,1.871952,1.8719959,-4.384311523430995e-05,4.079851,4.0799994,-0.00014824948730485232,1.0320575,1.0284257,0.003631823727416883
30.0,2.7,40.0,300.0,9.0,60.0,2.3813815,2.3811038,0.0002777116882324293,3.808558,3.8088217,-0.0002637127868654332,1.0120935,1.0139942,-0.0019006559936523004
30.0,5.0,40.0,40.0,9.0,30.0,1.0131209,1.0141772,-0.0010563103363037118,4.038966,4.0318522,0.0071139788940426385,1.0803704,1.0820098,-0.001639373822021506
30.0,3.3,40.0,300.0,9.0,60.0,2.2743738,2.2753477,-0.0009739302398683591,3.8640037,3.8637986,0.00020505829467776238,1.2372873,1.23965,-0.0023627170562743327
30.0,4.9,40.0,50.0,8.5,30.0,1.0304168,1.0309331,-0.0005162537246703458,4.0246687,4.025111,-0.00044230645751941466,1.0364497,1.0356506,0.0007990707916258888
27.0,4.3,35.0,300.0,10.0,60.0,1.3412209,1.3407449,0.0004759557128906078,3.0152166,3.0161989,-0.0009823110260009926,2.3281198,2.3295317,-0.0014119452087402173
29.0,2.6,40.0,300.0,5.5,60.0,2.367591,2.367977,-0.00038609576416037683,3.4507885,3.451038,-0.0002495020751953625,0.7138316,0.71303284,0.0007987635270690907
30.0,4.3,35.0,300.0,9.0,60.0,1.4112133,1.4113377,-0.00012442122955325097,3.268909,3.2687755,0.00013347750854508789,2.361659,2.3634923,-0.0018332500122069106
27.0,4.6,40.0,180.0,10.0,35.0,1.0725324,1.0725391,-6.684609985319057e-06,3.73014,3.730338,-0.00019802922058120842,1.122694,1.1263161,-0.0036220844970702437
27.0,4.0,35.0,300.0,10.0,60.0,1.425505,1.4243877,0.0011173420761108055,3.0100658,3.011483,-0.0014172060089112648,2.1851776,2.1903288,-0.005151235379028396
30.0,4.7,25.0,280.0,9.0,55.0,0.49644107,0.49581784,0.0006232262651061915,2.3217652,2.322155,-0.00038981559753414885,3.1490388,3.1509302,-0.0018914083435057627
30.0,4.9,25.0,280.0,9.0,55.0,0.4307366,0.43057847,0.00015813135269165945,2.3252652,2.3239877,0.0012774691436767682,3.2572436,3.2576356,-0.00039196672973629276
30.0,4.3,25.0,280.0,9.0,55.0,0.61645144,0.616301,0.00015044224166871345,2.3130946,2.3129923,0.00010231593627940683,2.9501975,2.9480147,0.002182758267212037
15.0,1.1,40.0,180.0,7.5,55.0,1.8711656,1.8713115,-0.00014586679840089545,1.8592199,1.8601253,-0.0009053912857055479,-0.18774211,-0.18045448,-0.007287634067077636
30.0,4.7,40.0,280.0,7.5,55.0,1.7261041,1.7271478,-0.0010436597183227647,3.8764637,3.8759925,0.0004711516571043184,1.6565311,1.6548344,0.0016966955047608145
30.0,5.0,40.0,219.99998,9.0,55.0,1.5676031,1.5671229,0.0004802112670898584,4.022569,4.0194387,0.0031304795349118564,1.7467682,1.7516303,-0.004862063839721653
27.0,4.8,35.0,270.0,10.0,55.0,0.98847294,0.9887003,-0.00022736146240232014,3.0598109,3.0595257,0.00028517684631346185,2.407177,2.4074328,-0.0002558285644531644
30.0,5.0,35.0,219.99998,9.0,60.0,1.0838598,1.0841597,-0.00029989870758062587,3.3573084,3.3568475,0.00046088775634745005,2.4954178,2.4992063,-0.0037884666717529214
30.0,4.9,40.0,10.0,9.0,60.0,1.4565057,1.4567263,-0.000220643757629313,4.2069063,4.2083426,-0.0014362813354491522,1.1694098,1.1667639,0.002645851892089768
30.0,5.0,40.0,10.0,7.5,55.0,1.263742,1.2621428,0.0015991700622559613,4.128952,4.1314287,-0.002476673632812343,1.1462516,1.1410713,0.005180259257507425
30.0,5.0,35.0,130.0,9.0,60.0,0.96329653,0.96312535,0.00017118263092041897,3.4398482,3.4433007,-0.003452515414428703,2.2438717,2.2420635,0.0018081888427734505
30.0,0.6,35.0,300.0,7.5,15.0,0.49448287,0.4917011,0.002781774870300291,3.0290751,3.0400898,-0.011014654278564517,0.3440985,0.33586377,0.008234738358001703
30.0,3.7,40.0,219.99998,9.0,60.0,2.080554,2.0805976,-4.359151611321721e-05,3.9681637,3.9681342,2.952871398909096e-05,1.1785932,1.1790088,-0.00041564127807625084
30.0,1.9,40.0,300.0,9.0,60.0,2.474978,2.4754643,-0.00048632987670904626,3.709458,3.7098627,-0.0004045872833251529,0.76014805,0.7620991,-0.001951051599121123
30.0,5.0,35.0,250.00002,9.0,60.0,1.1240807,1.1245047,-0.00042404204101553766,3.328037,3.3280299,7.12354431131601e-06,2.5824609,2.5849206,-0.002459719720458775
30.0,4.7,40.0,300.0,9.0,60.0,1.9119365,1.9119656,-2.907846984867568e-05,3.9272833,3.9279385,-0.0006552129516603777,1.8877141,1.8886299,-0.0009157524322509492
30.0,5.0,35.0,260.0,9.0,45.0,0.6812774,0.6813026,-2.520570526121091e-05,3.379653,3.3810253,-0.0013723230102540285,2.3836195,2.3825805,0.001039046890258799
30.0,5.0,40.0,219.99998,9.0,60.0,1.7046536,1.7052708,-0.0006171792800904186,4.0095353,4.0068474,0.0026879126525880537,1.8134481,1.8214283,-0.007980228520202637
2.0,3.1,40.0,100.0,5.5,45.0,0.96939015,0.969231,0.00015915388488774163,0.37601566,0.3757159,0.0002997631469726647,-0.25042903,-0.24887201,-0.001557024233093257
30.0,4.7,35.0,300.0,9.0,60.0,1.2910719,1.2908546,0.00021729178466789456,3.2780333,3.2779384,9.485653076168887e-05,2.564094,2.5664077,-0.0023136333801270226
26.0,4.9,40.0,300.0,11.0,60.0,1.7347198,1.7342794,0.0004403532653809439,3.5543537,3.5547647,-0.00041098601074240904,2.0106921,2.0057683,0.004923819598388501
30.0,4.8,40.0,20.0,8.5,55.0,1.4049027,1.4044719,0.00043079660949696397,4.1528077,4.153217,-0.0004092874450680739,1.0967408,1.0909469,0.005793941865539498
30.0,4.8,30.0,300.0,9.0,60.0,0.84782124,0.84865147,-0.0008302343432616821,2.7297046,2.7290835,0.0006211184539792747,3.0903447,3.0859897,0.004354967434692547
30.0,5.0,35.0,300.0,7.5,55.0,1.03258,1.0340317,-0.0014516819564820427,3.2124522,3.2092862,0.0031659732330320267,2.5377417,2.543992,-0.006250338928222465
26.0,4.5,40.0,240.0,11.0,45.0,1.3348241,1.3349013,-7.721476440436525e-05,3.633439,3.6341257,-0.0006866359741208861,1.376636,1.3754146,0.0012214282897948792
30.0,4.5,40.0,10.0,7.5,60.0,1.4787265,1.4767306,0.0019959062332153277,4.1519337,4.1514163,0.0005173700439451423,0.89829886,0.9032799,-0.004981040403747583
30.0,4.9,35.0,270.0,8.5,60.0,1.1804013,1.1809354,-0.0005340747741700014,3.27547,3.2754364,3.36183868410167e-05,2.5517163,2.5541723,-0.002455972332763512
30.0,5.0,40.0,290.0,9.0,55.0,1.6363326,1.6366403,-0.0003076688888550283,3.9705043,3.9666798,0.003824483905029208,1.934829,1.9390786,-0.00424960334167479
30.0,4.7,40.0,10.0,9.0,60.0,1.5228608,1.5219656,0.0008951654571534018,4.2050486,4.20651,-0.001461438903808343,1.0596079,1.0600586,-0.00045073657379157694
30.0,4.5,40.0,100.0,9.0,60.0,1.7046628,1.7049079,-0.00024510016479495356,4.1164417,4.1163917,5.0026684569992597e-05,1.2177227,1.2139941,0.0037285543426512913
30.0,5.0,40.0,10.0,9.0,35.0,1.1006305,1.1014285,-0.0007979782257079293,4.0597386,4.054286,0.005452636016845425,1.05841,1.0607142,-0.0023041515151978054
30.0,4.1,40.0,300.0,9.0,60.0,2.0885315,2.0876927,0.0008387941406251542,3.9116461,3.9114456,0.00020052770080569715,1.5946428,1.5895044,0.005138358369445761
30.0,4.2,40.0,300.0,9.0,55.0,1.8944772,1.8942015,0.0002757481918334026,3.9441946,3.9444823,-0.00028774471740744545,1.557909,1.5530293,0.004879711840820367
26.0,3.9,40.0,300.0,11.0,55.0,1.8554027,1.8555936,-0.00019089194641108698,3.580185,3.5805259,-0.0003409634765625391,1.4257474,1.4328299,-0.0070825054382324115
30.0,4.2,35.0,300.0,9.0,55.0,1.2730492,1.2730904,-4.116465606696096e-05,3.2947245,3.2944822,0.00024226441650387898,2.2326918,2.230807,0.0018847648315429844
30.0,4.6,40.0,300.0,9.0,55.0,1.7779436,1.7770503,0.0008933111450195597,3.95504,3.9554777,-0.00043772197265612434,1.7567503,1.7524459,0.004304445230102649
30.0,4.6,40.0,90.0,9.0,55.0,1.5680916,1.5684986,-0.0004069690643311308,4.11399,4.113754,0.00023583001708971096,1.1937659,1.1901011,0.0036647786773682522
30.0,4.6,30.0,300.0,9.0,55.0,0.74527,0.7459392,-0.0006691861907959229,2.7556212,2.755478,0.00014319483947744516,2.8970933,2.8968904,0.00020289605102519204
30.0,4.6,35.0,300.0,9.0,55.0,1.1559612,1.1559392,2.1955891418512508e-05,3.3053427,3.305478,-0.00013532574462882252,2.429936,2.4302237,-0.00028776784057615856
29.0,4.2,40.0,290.0,5.0,55.0,1.8708619,1.871032,-0.00017011206817629798,3.576849,3.576257,0.0005919837646484183,1.2388844,1.2370967,0.001787749005127015
30.0,3.6,40.0,300.0,8.5,60.0,2.2098475,2.2105103,-0.0006628497436524938,3.849248,3.8501024,-0.0008544675659178935,1.3351109,1.3292859,0.005825002786254974
26.0,4.3,30.0,300.0,11.0,60.0,0.92037714,0.92004263,0.0003345052767944612,2.473275,2.4726925,0.0005824462127685948,2.8144424,2.8093462,0.005096196163940636
27.0,3.5,40.0,300.0,9.5,60.0,2.157993,2.157874,0.0001190782318114536,3.56759,3.5680811,-0.0004911017547608587,1.2788124,1.2785565,0.0002559084472655293
30.0,4.3,40.0,300.0,9.0,60.0,2.0321584,2.0324488,-0.00029042521362310225,3.918554,3.9187756,-0.00022153238830568966,1.6840813,1.6857145,-0.0016331840057373093
30.0,1.8,40.0,300.0,8.5,60.0,2.4827485,2.4827967,-4.8191546631048965e-05,3.6604252,3.660431,-5.81384277342778e-06,0.7038496,0.6995481,0.004301513666534418
30.0,4.9,40.0,40.0,8.5,20.0,0.8942248,0.8948494,-0.0006245774787903002,3.9788284,3.9770472,0.0017812301757813565,0.94860804,0.94695604,0.0016520008096313488
30.0,0.7,40.0,300.0,9.0,60.0,2.5175428,2.5170472,0.0004956390502930397,3.5099716,3.5064473,0.0035243186523437053,0.4886378,0.48921287,-0.0005750650149536352
29.0,4.4,40.0,300.0,6.0,20.0,0.812653,0.81354415,-0.0008911448768615937,3.9081635,3.911231,-0.0030674524841307615,0.91427004,0.908689,0.005581043373107941
29.0,2.5,40.0,300.0,5.0,60.0,2.3813574,2.3813655,-8.06858825663781e-06,3.4066274,3.4055882,0.0010392166107178191,0.645954,0.6447815,0.0011725128707885668
1.0,4.9,40.0,300.0,4.0,20.0,-0.027772903,-0.028457396,0.0006844925576171869,-0.02547884,-0.02749441,0.0020155701257324223,0.32413453,0.32729447,-0.003159941363067631
30.0,3.9,40.0,300.0,9.0,60.0,2.1392312,2.139604,-0.0003727950134275737,3.9020858,3.9022827,-0.00019691890258810574,1.4948227,1.496793,-0.00197025944519047
30.0,4.7,40.0,10.0,8.5,60.0,1.4864274,1.4862514,0.0001760263381958005,4.189389,4.1893673,2.1928820800987125e-05,1.0460323,1.0422014,0.003830909532165583
29.0,4.8,40.0,240.0,6.0,45.0,1.352574,1.3522863,0.0002876908218383267,3.7608979,3.7608838,1.4074832153099237e-05,1.3658555,1.3626851,0.003170355398559588
30.0,5.0,40.0,260.0,8.5,55.0,1.6044315,1.6048766,-0.0004450900283814452,3.959673,3.9584682,0.00120472785644532,1.8310163,1.827894,0.0031223021087647407
30.0,4.0,40.0,230.0,8.5,60.0,2.0105522,2.0107644,-0.00021223210754373056,3.9440727,3.9436445,0.0004282233886718778,1.3179419,1.3118494,0.00609250406799311
30.0,4.9,35.0,230.0,9.0,60.0,1.1308074,1.1314774,-0.0006700002502442182,3.3471155,3.3470125,0.00010301666259771025,2.4726589,2.473113,-0.0004541273956299996
18.0,2.5,30.0,160.0,2.5,20.0,0.17786503,0.17754705,0.00031797838134764445,1.3811636,1.3808625,0.00030109710693349,0.6435583,0.64823914,-0.004680816616668748
30.0,5.0,25.0,300.0,9.0,60.0,0.5825504,0.5828571,-0.0003066935440063645,2.278995,2.2800002,-0.0010051629211424995,3.4520922,3.4499998,0.0020923707153319704
30.0,5.0,40.0,50.0,9.0,25.0,0.9277945,0.9281674,-0.00037288391342160665,4.014326,4.012079,0.0022470955810547366,1.0624028,1.0605073,0.0018955444290160717
30.0,4.7,40.0,50.0,9.0,50.0,1.4194477,1.4190495,0.0003981604461669175,4.1201572,4.1229234,-0.0027661581787112866,1.0979387,1.0957137,0.002224956806945899
30.0,5.0,30.0,260.0,9.0,60.0,0.72827524,0.72795284,0.0003223994676208042,2.7686472,2.7684238,0.0002233939086915271,3.0763698,3.0801587,-0.0037889375793458413
30.0,4.9,30.0,250.00002,9.0,60.0,0.7480593,0.74837387,-0.00031459723388671534,2.777618,2.7778006,-0.00018266863403315625,2.9985104,2.9969227,0.001587660717773609
30.0,4.0,40.0,219.99998,9.0,60.0,2.006587,2.0064785,0.00010852850341791509,3.9841373,3.9839404,0.00019689667663591592,1.3127512,1.31414,-0.0013888260269165897
30.0,2.3,40.0,300.0,9.0,60.0,2.4345646,2.434948,-0.00038340954589832776,3.7629318,3.7630076,-7.577626953114702e-05,0.8823277,0.88104963,0.0012780458193969446
30.0,3.4,40.0,300.0,9.0,60.0,2.255101,2.2548063,0.00029466549987811064,3.8718202,3.871358,0.00046221141052260606,1.2780138,1.2803208,-0.002306974583434984
30.0,4.9,35.0,240.0,9.0,60.0,1.1450398,1.1449256,0.00011419682922353402,3.337274,3.3374069,-0.0001328254455565947,2.5050006,2.5016844,0.0033161912780763636
30.0,4.5,40.0,300.0,9.0,60.0,1.9742081,1.9738734,0.00033471653137207014,3.9230845,3.9242735,-0.0011890025482177435,1.7839013,1.7854227,-0.0015213661911011034
30.0,3.9,35.0,300.0,9.0,60.0,1.518463,1.5184932,-3.0184443664538207e-05,3.2526102,3.2522826,0.00032760660400388275,2.1704042,2.1745708,-0.004166604214477676
30.0,4.1,35.0,300.0,9.0,60.0,1.4669081,1.4665816,0.00032649726715083816,3.2613363,3.261445,-0.00010867340087905575,2.2682276,2.267282,0.0009455772094728587
30.0,5.0,35.0,160.0,9.0,60.0,1.0036321,1.0034701,0.00016196863403328265,3.4141874,3.414483,-0.0002955686645509381,2.3261232,2.3277776,-0.001654362390136832
30.0,4.6,40.0,10.0,8.5,60.0,1.5180609,1.5176218,0.0004391226226807543,4.187127,4.187763,-0.00063588665771519,0.9973202,0.99016035,0.007159825170898415
30.0,4.9,40.0,300.0,7.5,50.0,1.5336214,1.5334406,0.0001808303970336489,3.89388,3.8933425,0.0005373904418943809,1.7303978,1.7327639,-0.0023660795272826274
30.0,4.7,40.0,40.0,8.0,60.0,1.499714,1.4981233,0.0015907169143676292,4.1385665,4.139712,-0.001145506011963171,1.105525,1.1065117,-0.0009866832153320182
30.0,4.6,40.0,250.00002,8.5,60.0,1.8683813,1.8693459,-0.0009646381744383703,3.943107,3.9424431,0.0006637897247312452,1.6625203,1.6616875,0.000832789421081559
30.0,4.8,40.0,240.0,8.0,55.0,1.6440952,1.645122,-0.001026817581176731,3.9461215,3.944266,0.0018554542388917739,1.6401606,1.6373976,0.0027629606079102587
30.0,5.0,30.0,219.99998,9.0,60.0,0.6748047,0.67415977,0.000644917499999953,2.807016,2.8068473,0.0001685958435060364,2.966967,2.965873,0.001094105865478312
26.0,5.0,40.0,290.0,11.0,60.0,1.6908445,1.6908886,-4.4064172363356136e-05,3.559333,3.5590403,0.0002927860137940108,2.0282605,2.0278082,0.0004522694366455582
30.0,4.0,40.0,70.0,9.0,60.0,1.8052304,1.8047545,0.00047587910461421856,4.127124,4.1280293,-0.0009054672973629607,0.8895147,0.8855686,0.003946084677123984
30.0,4.5,35.0,300.0,9.0,60.0,1.3527588,1.3527622,-3.4347793578248798e-06,3.275433,3.2742734,0.0011596635070802996,2.464274,2.4632003,0.0010736295959472564
13.0,5.0,40.0,70.0,6.0,60.0,0.818628,0.8154602,0.003167813134002717,1.4984925,1.4995756,-0.0010831206756591882,0.69306904,0.69300383,6.521077529908492e-05
30.0,5.0,35.0,300.0,9.0,50.0,0.85847074,0.8591746,-0.0007038620658874617,3.3401499,3.3382862,0.0018636794555662028,2.556907,2.5594919,-0.0025849614471433746
29.0,4.8,40.0,300.0,4.5,50.0,1.5769639,1.5772569,-0.0002929984802246821,3.5843804,3.5841794,0.00020098825988768,1.4584883,1.4596999,-0.00121155485382074
30.0,4.9,40.0,20.0,9.0,60.0,1.4692316,1.4701746,-0.0009429944702148418,4.200897,4.1987367,0.0021605167968745675,1.1949637,1.1953353,-0.00037160638122557543
30.0,4.9,35.0,200.0,9.0,60.0,1.0908967,1.0911324,-0.0002356743453979515,3.3759096,3.3758304,7.916687927256305e-05,2.388411,2.3873987,0.001012345074463017
27.0,4.4,40.0,160.0,10.0,40.0,1.2717147,1.2714224,0.00029228734741204576,3.729036,3.7297115,-0.0006754072418213575,1.0420395,1.0484263,-0.006386786412048373
30.0,3.2,40.0,300.0,9.0,60.0,2.2949126,2.295056,-0.00014342332458516793,3.8560412,3.855781,0.0002601930084229487,1.1989565,1.1998543,-0.000897810437011648
30.0,2.6,40.0,300.0,8.5,60.0,2.3952386,2.3950999,0.00013873792419438757,3.7628481,3.7630553,-0.00020716119079589035,0.9482088,0.9444462,0.0037626088989257678
30.0,4.6,25.0,300.0,9.0,60.0,0.71379936,0.71333605,0.0004633074142456062,2.2765186,2.276335,0.0001835832977294949,3.2388768,3.2365887,0.002288119610595718
30.0,3.0,40.0,300.0,8.5,60.0,2.331285,2.33126,2.49998474122215e-05,3.80305,3.803372,-0.00032195880126950627,1.0943452,1.0878865,0.006458711982727072
30.0,4.3,30.0,300.0,9.0,60.0,1.0010693,1.0013378,-0.0002684926727294368,2.7188451,2.7187757,6.942901306139504e-05,2.830813,2.830159,0.0006539310607909243
30.0,5.0,35.0,100.0,9.0,60.0,0.9228818,0.9227805,0.00010128205490111952,3.4716697,3.4721186,-0.0004489260803222095,2.1552315,2.1563492,-0.001117724169922063
30.0,4.9,35.0,190.0,9.0,60.0,1.0775648,1.0776842,-0.00011936445159910214,3.3855722,3.3854363,0.000135895053100743,2.3580656,2.3588274,-0.0007617948364257998
30.0,4.8,40.0,10.0,9.0,60.0,1.4905703,1.4897625,0.000807806777954001,4.2075768,4.2076554,-7.864829101578152e-05,1.1091186,1.1129739,-0.003855319181823802
30.0,4.5,35.0,270.0,9.0,60.0,1.3124049,1.3124175,-1.2629013061538075e-05,3.3038592,3.303091,0.0007682338562009505,2.3792274,2.377486,0.0017413998260495944
30.0,3.7,40.0,160.0,9.0,55.0,1.8828558,1.8828638,-8.02702789304277e-06,4.0255,4.025947,-0.0004471792907718708,0.9533994,0.9485409,0.004858519784545878
30.0,5.0,35.0,290.0,8.0,60.0,1.1737354,1.1744554,-0.000720019827270546,3.2208614,3.2208378,2.363493652346449e-05,2.6315722,2.6303887,0.0011835465515135368
30.0,4.8,40.0,70.0,9.0,50.0,1.3997033,1.3996739,2.9364236450168946e-05,4.1127367,4.113133,-0.0003962980346683409,1.1933665,1.1985996,-0.005233072442627051
30.0,4.6,40.0,90.0,8.0,50.0,1.4385701,1.4382424,0.00032774179229733136,4.0619287,4.0621676,-0.00023885091552777737,1.1087192,1.105584,0.003135229698181252
29.0,4.9,40.0,250.00002,6.0,35.0,1.0747724,1.074621,0.00015135794067377972,3.8108754,3.811871,-0.0009955841979980562,1.309557,1.306772,0.002784961059570268
30.0,4.9,40.0,80.0,9.0,60.0,1.5511386,1.5508642,0.00027443945007332715,4.1400204,4.1411014,-0.001081029516601717,1.3670533,1.3667638,0.00028947033996584715
30.0,1.6,40.0,300.0,8.5,60.0,2.496522,2.496391,0.0001309497680663796,3.6300921,3.6301937,-0.00010155598754879591,0.6519432,0.64707,0.004873206787109341
25.0,4.9,30.0,20.0,6.0,30.0,-0.15853977,-0.1593173,0.0007775279663085888,2.261706,2.2623458,-0.0006396861846922341,1.8769336,1.8744168,0.002516774676513567
30.0,3.6,40.0,300.0,9.0,60.0,2.211513,2.2112246,0.0002884424499511873,3.884825,3.8851023,-0.0002773087738034974,1.3654561,1.3642858,0.0011703042785644602
30.0,2.4,40.0,300.0,9.0,60.0,2.4232872,2.4227362,0.0005509532440184373,3.7744136,3.7751484,-0.0007348143371581628,0.91227365,0.9129739,-0.0007002545989990283
29.0,2.4,40.0,300.0,5.5,60.0,2.3947015,2.3953495,-0.0006480191345215047,3.4307606,3.4296794,0.0010812220245361992,0.6527418,0.64740497,0.00533681981781009
30.0,1.9,40.0,300.0,8.5,60.0,2.4747343,2.47475,-1.5693664550564534e-05,3.6748242,3.6748629,-3.866217651360415e-05,0.7317992,0.72709906,0.004700125276031475
30.0,4.1,40.0,260.0,9.0,55.0,1.8821046,1.8816826,0.00042203523864747794,3.9706364,3.9707358,-9.943220214836401e-05,1.3973985,1.3982482,-0.0008497281677246615
30.0,4.8,40.0,10.0,8.5,60.0,1.4532719,1.4540483,-0.0007764341552733978,4.1912904,4.1905127,0.0007776785705564393,1.0935466,1.0951167,-0.0015700710479735758
29.0,4.6,30.0,280.0,6.0,50.0,0.5708609,0.5700103,0.0008506223365783994,2.5236688,2.5236046,6.4166021728429e-05,2.5365438,2.5410964,-0.004552553869628717
30.0,4.1,40.0,100.0,9.0,55.0,1.7224936,1.7227862,-0.00029255147094731093,4.0906982,4.091327,-0.000628757812499714,0.9689714,0.9697951,-0.0008237283493042202
30.0,4.8,40.0,10.0,7.0,55.0,1.2975878,1.2969054,0.0006823523422241351,4.1150556,4.1150837,-2.8138934325738774e-05,1.0128921,1.0165453,-0.003653172962951645
30.0,4.6,40.0,10.0,9.0,60.0,1.5526012,1.553336,-0.0007347817764282727,4.205085,4.2049065,0.00017830072021496335,1.0092986,1.0080175,0.0012810630035400283
30.0,5.0,40.0,30.0,9.0,55.0,1.3772676,1.3784333,-0.0011657008941650115,4.1590858,4.1626406,-0.0035548494201655956,1.2492657,1.2428422,0.0064234707763672905
30.0,5.0,40.0,200.0,8.5,55.0,1.537823,1.5380491,-0.0002261381927490813,4.0077305,4.0073843,0.0003461840087890522,1.6697073,1.6707709,-0.001063601721191354
30.0,4.4,40.0,10.0,8.5,60.0,1.5777684,1.5778635,-9.505498504647214e-05,4.1821322,4.183182,-0.0010497558898929782,0.8907125,0.88870263,0.0020098696185302245
30.0,5.0,40.0,10.0,8.5,60.0,1.3871844,1.3871428,4.158148498545344e-05,4.1877646,4.1914287,-0.003664055377197606,1.2093377,1.2035713,0.005766411334228616
26.0,5.0,40.0,270.0,11.0,40.0,0.9938735,0.99356854,0.0003049369821167547,3.6375825,3.6376412,-5.865948791505815e-05,1.6241894,1.6223106,0.0018787768310546404
30.0,4.7,40.0,10.0,8.0,60.0,1.4492083,1.4505371,-0.0013288404174804924,4.17028,4.172224,-0.0019440202941893858,1.0228741,1.0243443,-0.0014701831024170886
