metal_a_type,metal_a_concentration,metal_b_type,metal_molar_ratio_b_a,Model_Predicted_Adhesion,True_Adhesion,Adhesion_Error,Model_Predicted_Coverage,True_Coverage,Coverage_Error,Model_Predicted_Uniformity,True_Uniformity,Uniformity_Error
20.0,20.0,2.0,10.0,1.0714506,1.07145,5.910873412950934e-07,2.1429765,2.1426,0.00037652244567887294,2.0292866,2.028825,0.0004616230010987543
19.0,50.0,2.0,10.0,0.93784845,0.9375822,0.00026624875335690135,3.291914,3.2916815,0.0002324862060545385,3.6405516,3.6406877,-0.00013613292236325236
20.0,50.0,2.0,4.0,0.38157767,0.38159993,-2.225942581174367e-05,4.189002,4.1895003,-0.0004982629516598891,3.1072192,3.1074,-0.00018078079223649013
20.0,20.0,9.0,10.0,0.9902446,0.99042493,-0.00018030300109861397,2.359565,2.3589,0.0006650196075437265,2.4402666,2.43955,0.000716609191894424
20.0,40.0,15.0,10.0,0.8979117,0.8981249,-0.0002131725715637245,3.1046023,3.105,-0.00039766311645506036,3.900978,3.90125,-0.0002719116210938566
18.0,40.0,7.0,10.0,0.9819732,0.9819593,1.3871234130879984e-05,2.5272064,2.5272424,-3.597910156249995e-05,2.9650862,2.965084,2.2216949462361413e-06
20.0,40.0,12.0,9.0,0.8998154,0.89984995,-3.456942672730445e-05,3.2138448,3.2140002,-0.00015542384643563167,3.5170875,3.5172746,-0.00018714043579093342
19.0,30.0,4.0,9.0,0.9969056,0.9969559,-5.0275133514410264e-05,2.4134777,2.4133341,0.00014355922546371858,2.340816,2.340661,0.0001550209655762913
20.0,50.0,10.0,5.0,0.36236307,0.36249992,-0.00013684975044248038,4.0801673,4.08,0.00016729354858391332,3.4901369,3.4899998,0.00013706180114736455
20.0,20.0,10.0,5.0,0.55014455,0.54999995,0.00014460318450926213,2.9884675,2.9887502,-0.0002827450897218142,2.1078787,2.108125,-0.00024631500244121085
19.0,40.0,11.0,10.0,0.97741985,0.97738624,3.3613210449257025e-05,2.8188581,2.8190343,-0.00017615333251974619,3.3808677,3.3810377,-0.00016998034973125797
20.0,20.0,2.0,9.0,1.0096302,1.0095999,3.030324707031795e-05,2.276993,2.27675,0.0002430362701417721,1.9577682,1.9575249,0.00024330182800302858
19.0,50.0,3.0,8.0,0.7382829,0.73807174,0.00021117893005373478,3.490412,3.4902568,0.00015519684143061596,3.4272707,3.4272614,9.25086364755856e-06
19.0,50.0,9.0,7.0,0.573518,0.5735427,-2.472180862422846e-05,3.5841842,3.5841913,-7.130230712970587e-06,3.5195801,3.5196192,-3.9074191284349524e-05
17.0,20.0,11.0,9.0,0.6642485,0.663947,0.00030152609634404026,1.699921,1.6999538,-3.2788075256418026e-05,2.0792727,2.0793667,-9.395296020509036e-05
20.0,30.0,9.0,9.0,0.99357927,0.9935999,-2.0631544494609244e-05,2.7942953,2.794075,0.00022031097412122946,2.7745507,2.77445,0.00010067634582533458
20.0,20.0,1.0,10.0,1.0655186,1.0654249,9.371763000487476e-05,2.102314,2.1019,0.0004139953613280234,1.9930062,1.9925499,0.00045632940063478067
18.0,50.0,9.0,10.0,0.86689794,0.86688155,1.6390635681151622e-05,3.0526295,3.052549,8.047082519535564e-05,3.7184877,3.7186184,-0.00013066043701170926
19.0,40.0,7.0,9.0,0.9508945,0.95092297,-2.849501678470201e-05,2.8955653,2.8955293,3.597137756328195e-05,3.0229187,3.0228481,7.060117187496218e-05
20.0,50.0,3.0,2.0,0.16085416,0.16149998,-0.0006458192143249386,4.3956184,4.3962755,-0.0006570612792966557,2.8804274,2.8811,-0.0006726394653320256
18.0,50.0,19.0,10.0,0.50305974,0.50325006,-0.00019031516510015223,2.8863356,2.886128,0.00020761134338398435,4.545862,4.545513,0.0003491978759768699
18.0,30.0,19.0,8.0,0.2858532,0.28549486,0.0003583471113586256,2.275839,2.2761884,-0.0003493096527100725,3.3086095,3.3095107,-0.0009012143737794354
20.0,30.0,13.0,10.0,0.9592967,0.95944995,-0.00015324666137694898,2.7211585,2.7207246,0.00043390448608393584,3.2008042,3.2004497,0.0003545335510253267
18.0,30.0,1.0,10.0,0.98478377,0.98478955,-5.7813461303846125e-06,1.9621003,1.9619045,0.00019576741027838018,2.1780858,2.1778421,0.0002437039855958112
20.0,50.0,13.0,4.0,0.10839701,0.10879998,-0.00040297301147461384,4.121448,4.121575,-0.00012695999145506676,3.5484276,3.5484998,-7.221821289071784e-05
20.0,30.0,10.0,9.0,0.9654242,0.96549994,-7.575996917719152e-05,2.8061867,2.806,0.00018667602539057526,2.847141,2.847,0.0001410274505615483
16.0,20.0,4.0,8.0,0.68759686,0.6876742,-7.734245224000347e-05,1.4457124,1.445531,0.00018144716644297176,1.4317384,1.4316703,6.807661743168936e-05
19.0,50.0,10.0,9.0,0.79706794,0.79704005,2.7890235137939534e-05,3.4124196,3.4124238,-4.2424285888742475e-06,3.8262894,3.8264349,-0.00014548464050312404
19.0,30.0,3.0,9.0,0.99770665,0.9977875,-8.084831237797907e-05,2.3887386,2.3886306,0.00010803220214850029,2.3028545,2.3028162,3.833796386709665e-05
19.0,50.0,1.0,10.0,0.9201318,0.9198138,0.00031800255889891105,3.2760017,3.275778,0.0002236918182374481,3.6267176,3.626893,-0.00017543255615226627
19.0,40.0,5.0,9.0,0.96733075,0.9673362,-5.446196746805576e-06,2.8737228,2.873621,0.00010179167175294879,2.9333794,2.9334087,-2.928830261250681e-05
20.0,20.0,3.0,9.0,1.0086929,1.0086749,1.7960603332589642e-05,2.3136363,2.31345,0.00018630294799804048,1.9981711,1.9979998,0.00017129107971181057
20.0,50.0,13.0,6.0,0.376712,0.3771,-0.00038800559043883354,3.9498363,3.951875,-0.0020387458801267577,3.8136826,3.8149004,-0.0012178438476562192
4.0,50.0,13.0,6.0,-0.29910725,-0.29935426,0.00024700644851682885,0.6976371,0.6932157,0.004421381146240244,1.723467,1.7207615,0.0027054923782348084
10.0,50.0,13.0,6.0,-0.12559354,-0.12546231,-0.00013123305267334628,1.3758478,1.3750467,0.0008011164672852011,2.331932,2.3315482,0.0003838678710939014
18.0,40.0,3.0,10.0,0.98354805,0.9835119,3.6145158386236e-05,2.4750283,2.4751108,-8.252355651849896e-05,2.8074079,2.8074262,-1.8344012451265712e-05
19.0,50.0,2.0,9.0,0.83394516,0.83369267,0.0002524851437377684,3.3860044,3.385792,0.00021244793701180598,3.525597,3.5256772,-8.010451049811351e-05
20.0,40.0,5.0,6.0,0.7432585,0.743375,-0.00011652374267578924,3.4907517,3.4907496,2.1433166503825873e-06,2.7789295,2.779,-7.052803039542255e-05
20.0,40.0,16.0,10.0,0.8496617,0.8497998,-0.0001380921218872011,3.0958877,3.09615,-0.0002623390197755704,4.001434,4.0016747,-0.000240850665282899
18.0,40.0,10.0,10.0,0.9345701,0.93459475,-2.4675918579131206e-05,2.5405746,2.540616,-4.144937133787607e-05,3.142131,3.1421278,3.290164184654998e-06
20.0,40.0,1.0,8.0,0.9353565,0.935075,0.0002814977645874128,3.200406,3.2000496,0.0003564745239259537,2.8814762,2.8814998,-2.36361358640913e-05
18.0,40.0,2.0,10.0,0.97294235,0.97290003,4.232229492184825e-05,2.4559307,2.455953,-2.2290161132865194e-05,2.781987,2.782012,-2.5048171996999713e-05
20.0,50.0,11.0,5.0,0.32676297,0.3270499,-0.00028692573776245567,4.0680137,4.068025,-1.1331939696823667e-05,3.5482497,3.5482998,-5.007847290050549e-05
19.0,40.0,12.0,10.0,0.94752693,0.9475296,-2.668237304659371e-06,2.8178513,2.8180635,-0.0002121949920654842,3.4578037,3.4579575,-0.00015377380371095484
18.0,30.0,4.0,10.0,1.0057373,1.0057501,-1.2795312499980227e-05,2.0424087,2.0422533,0.00015540475769038053,2.2756395,2.2754605,0.00017903399658214525
20.0,40.0,7.0,2.0,0.29366782,0.2935249,0.00014292307624819145,3.9266264,3.9268,-0.00017355613708502915,2.425226,2.4250498,0.00017617312927242779
19.0,40.0,4.0,9.0,0.9689537,0.9689427,1.1028675842239544e-05,2.8591177,2.8589923,0.00012544635314926111,2.8970227,2.8970888,-6.607584838880243e-05
20.0,30.0,14.0,10.0,0.9163178,0.9162999,1.792054901128548e-05,2.7242405,2.7243998,-0.0001592585418701553,3.296602,3.2968,-0.00019798927307146386
18.0,50.0,17.0,10.0,0.61099255,0.6111763,-0.0001837491500854549,2.9388003,2.9390118,-0.00021146506957991917,4.3355937,4.335335,0.00025870040893583024
20.0,50.0,16.0,7.0,0.36701325,0.36739984,-0.00038659417900083204,3.8105874,3.811,-0.00041259384155267753,4.198206,4.1986,-0.00039405212402332523
20.0,50.0,19.0,8.0,0.3326199,0.33339995,-0.0007800445281982427,3.6565049,3.6573753,-0.0008704305389404254,4.640512,4.6411004,-0.0005884104064941553
8.0,50.0,19.0,7.0,-0.3511355,-0.35121349,7.799767517091549e-05,0.8149977,0.8119554,0.003042273034667975,2.6782093,2.6762311,0.0019782048095704496
18.0,30.0,4.0,8.0,0.85113794,0.8511922,-5.426388473506183e-05,2.2517524,2.2516952,5.7176556396587586e-05,2.1075444,2.1074185,0.00012592214965811976
18.0,30.0,9.0,10.0,0.9526551,0.9526842,-2.9123019409160733e-05,2.127247,2.1271675,7.959510803212666e-05,2.550319,2.550158,0.0001609563751219234
19.0,40.0,6.0,9.0,0.96130913,0.96132946,-2.0325039825408453e-05,2.8857172,2.8858004,-8.324645080559634e-05,2.975292,2.9753282,-3.623260803209405e-05
20.0,40.0,4.0,3.0,0.46398157,0.46414998,-0.00016841118667604293,3.8074367,3.8075,-6.32953643799894e-05,2.4302123,2.430475,-0.00026274070739740196
19.0,30.0,17.0,9.0,0.58587027,0.58574533,0.0001249359606934064,2.5122304,2.5115354,0.0006949962707518686,3.3417985,3.342243,-0.00044445606994614195
19.0,30.0,10.0,10.0,0.9943142,0.9943559,-4.170627441402175e-05,2.4069693,2.4068973,7.20088531496188e-05,2.7807,2.7805402,0.000159768338012789
19.0,40.0,4.0,3.0,0.403526,0.40350595,2.0058129119870927e-05,3.4692411,3.4695554,-0.0003142577270507374,2.283463,2.2832258,0.00023720125122084212
20.0,10.0,4.0,10.0,0.90064585,0.9008,-0.00015414791107182246,1.9593116,1.9583999,0.0009117044998168122,1.7656342,1.7648,0.0008341791152954858
20.0,20.0,1.0,9.0,1.0062332,1.0061249,0.00010831533203115029,2.2378807,2.2376,0.0002807067871093416,1.9229014,1.9226499,0.0002514919830323148
18.0,50.0,6.0,10.0,0.8901463,0.89017105,-2.473490219112584e-05,3.0546584,3.0547004,-4.198706665059504e-05,3.5795922,3.5797505,-0.00015827206420881978
20.0,30.0,2.0,8.0,0.9905499,0.9905,4.9921989440870895e-05,2.7654083,2.7654,8.277511596599396e-06,2.3365998,2.3365998,2.681274402505096e-08
20.0,40.0,8.0,8.0,0.8998792,0.89989996,-2.0742852172905835e-05,3.3050442,3.30505,-5.825805664105843e-06,3.1335545,3.133675,-0.00012054138183614782
19.0,30.0,11.0,8.0,0.7705792,0.7705954,-1.6181135559123483e-05,2.6193993,2.6193223,7.700915832531408e-05,2.6658163,2.6657636,5.270706787108281e-05
20.0,30.0,4.0,8.0,0.9864156,0.9864,1.5624618530218903e-05,2.8180506,2.8179996,5.102294006364971e-05,2.4061308,2.4061,3.079071044931325e-05
20.0,40.0,13.0,9.0,0.8621571,0.862175,-1.789360046389188e-05,3.2108417,3.2109501,-0.00010844426879863533,3.5993783,3.5995,-0.0001216526031493359
19.0,50.0,11.0,9.0,0.77268565,0.77265847,2.7177010803236534e-05,3.4045787,3.4047277,-0.00014901423950197668,3.8890774,3.8892298,-0.0001523749969480903
20.0,50.0,4.0,3.0,0.26005572,0.2604,-0.00034427919387819417,4.297304,4.298,-0.0006958465576172301,3.016407,3.0166001,-0.00019308706054665947
18.0,50.0,8.0,10.0,0.8790707,0.8790448,2.5899214935343196e-05,3.0557432,3.0557163,2.69174682618889e-05,3.66661,3.6667292,-0.00011919748229960447
19.0,40.0,3.0,9.0,0.96619725,0.96614933,4.792227355954193e-05,2.841988,2.8419137,7.438670043935502e-05,2.8663225,2.866369,-4.64826049806355e-05
19.0,50.0,5.0,8.0,0.7415617,0.7414085,0.00015321083450314799,3.5035813,3.5036147,-3.34145233154004e-05,3.4771323,3.477251,-0.0001186795959471354
18.0,50.0,11.0,10.0,0.8293009,0.82935524,-5.435956787114282e-05,3.0389326,3.0388649,6.76618743895574e-05,3.8391812,3.8391979,-1.6715231323072288e-05
18.0,40.0,11.0,10.0,0.9099613,0.91000664,-4.535679306028051e-05,2.5401752,2.540174,1.1995086670602007e-06,3.212397,3.212342,5.50985412597349e-05
20.0,20.0,10.0,10.0,0.9610317,0.9612498,-0.0002181246612549259,2.3806615,2.38,0.0006614875793458097,2.5213544,2.520625,0.000729436874389755
18.0,50.0,4.0,10.0,0.8837557,0.8836974,5.828389892581498e-05,3.0440114,3.043885,0.000126354446411181,3.5150502,3.515171,-0.00012082719421391275
18.0,30.0,5.0,10.0,1.0038297,1.0039369,-0.0001071823638916225,2.0640726,2.0641363,-6.369105224601768e-05,2.3190718,2.3192,-0.00012823028564445949
18.0,40.0,9.0,10.0,0.9547801,0.95478296,-2.858223876911481e-06,2.5385573,2.538608,-5.070896911618661e-05,3.077478,3.0775132,-3.526802368147841e-05
19.0,50.0,12.0,9.0,0.7438264,0.7438769,-5.0510687255811426e-05,3.394603,3.3945823,2.0713992309406848e-05,3.9575624,3.9576247,-6.225340576193616e-05
20.0,50.0,12.0,5.0,0.2870143,0.2871999,-0.000185594408416756,4.053523,4.0536003,-7.723634033229843e-05,3.6121228,3.6122003,-7.752587585452275e-05
19.0,40.0,2.0,9.0,0.95902,0.9589558,6.421857757565874e-05,2.8224087,2.8223844,2.427614746114415e-05,2.8411639,2.8412495,-8.562632751463184e-05
18.0,50.0,10.0,10.0,0.8502901,0.85031843,-2.831035202022214e-05,3.0469692,3.0469317,3.7475338745096565e-05,3.7760453,3.7761078,-6.247758178723473e-05
19.0,30.0,5.0,9.0,0.9916505,0.99172425,-7.3728244781468e-05,2.4357476,2.435588,0.0001596234436034294,2.384273,2.384106,0.00016705221557611338
20.0,40.0,4.0,7.0,0.8500304,0.8499499,8.052221069332344e-05,3.3694415,3.3693,0.00014150924682621024,2.8509684,2.8508751,9.32609008787999e-05
19.0,50.0,6.0,8.0,0.73659086,0.73647696,0.00011390227416996357,3.5066695,3.5066185,5.1021331787026725e-05,3.5105717,3.5106456,-7.388178405776102e-05
19.0,40.0,13.0,10.0,0.91327924,0.9132731,6.135363006642969e-06,2.8145301,2.8146422,-0.00011206579895040036,3.5403774,3.540477,-9.962153625497905e-05
19.0,30.0,2.0,9.0,0.99420106,0.99421906,-1.7995890197797237e-05,2.3615465,2.3614764,7.011641845711125e-05,2.270657,2.2705715,8.556253051761331e-05
17.0,40.0,7.0,10.0,0.9137368,0.9137654,-2.8579779052684273e-05,2.2741365,2.2740724,6.414327392567643e-05,2.806824,2.8066273,0.0001966688873289435
20.0,40.0,9.0,8.0,0.8772022,0.87727493,-7.271718948365091e-05,3.3102028,3.3102498,-4.696300964335265e-05,3.1919162,3.1921,-0.00018377265930169528
20.0,20.0,11.0,10.0,0.92741036,0.92767483,-0.00026446584899897374,2.3993142,2.3986502,0.0006639651153563797,2.608018,2.6073,0.0007179214477539553
19.0,40.0,8.0,9.0,0.9361186,0.93611646,2.142752685507787e-06,2.902781,2.902808,-2.6990325927567227e-05,3.0759397,3.0759676,-2.7944696044723827e-05
18.0,30.0,6.0,10.0,0.99775875,0.9977237,3.504614715577059e-05,2.0837789,2.0835688,0.00021005818481434346,2.368762,2.3685396,0.0002224162963866405
18.0,50.0,12.0,10.0,0.8038889,0.80399203,-0.00010311303070065225,3.0284812,3.0283482,0.00013304504089362013,3.9079528,3.9078872,6.55854919435761e-05
20.0,40.0,5.0,7.0,0.8423948,0.8423749,1.9928796386681213e-05,3.3828764,3.3827496,0.00012679617919930664,2.885432,2.8855,-6.799507141108663e-05
20.0,50.0,10.0,4.0,0.23575094,0.23599991,-0.0002489665776825023,4.169148,4.1695004,-0.0003524317077641115,3.3607907,3.3609998,-0.0002090704772950147
20.0,30.0,5.0,8.0,0.9777405,0.97775,-9.473800659187681e-06,2.840684,2.8406248,5.913707275384539e-05,2.449286,2.44925,3.598403930649141e-05
19.0,50.0,1.0,9.0,0.8187505,0.81847435,0.00027615067901609613,3.3717723,3.3714385,0.0003337892761230421,3.5132022,3.5132823,-8.01096008302693e-05
20.0,30.0,15.0,10.0,0.86869884,0.8687499,-5.106462707515913e-05,2.7255132,2.7256248,-0.00011158016662582426,3.3986492,3.3987498,-0.0001005843017578556
20.0,40.0,18.0,10.0,0.73948485,0.73994994,-0.0004650934080505653,3.071984,3.0711,0.0008840526580811137,4.220373,4.219325,0.0010481536865230012
20.0,50.0,13.0,5.0,0.24269015,0.24294996,-0.00025981403060912345,4.0365257,4.036725,-0.00019927368164029957,3.6815429,3.6817002,-0.000157326617431508
19.0,40.0,1.0,9.0,0.947474,0.9473625,0.00011150283813476936,2.800239,2.8004055,-0.00016641384887705613,2.821682,2.8217294,-4.742368164079025e-05
19.0,50.0,8.0,8.0,0.71346265,0.71341383,4.882077590939726e-05,3.5052857,3.5052767,9.039898681617586e-06,3.5941582,3.5942352,-7.702739257808844e-05
20.0,40.0,19.0,10.0,0.67780566,0.67842495,-0.0006192878448486594,3.0554323,3.0549002,0.0005321196411132156,4.337686,4.3365498,0.0011362618591306273
19.0,20.0,4.0,10.0,0.9996298,0.99970853,-7.87344486999908e-05,1.9473109,1.946916,0.0003949245300292059,1.9696468,1.9692942,0.00035261148529053266
18.0,40.0,1.0,10.0,0.9578996,0.9578882,1.1370465087923165e-05,2.434437,2.434345,9.203651428224546e-05,2.7622075,2.7621975,1.000808715811985e-05
19.0,40.0,9.0,9.0,0.9169204,0.9169099,1.0523507690374245e-05,2.9076333,2.9076374,-4.095404052772977e-06,3.134709,3.1346877,2.1181378173640297e-05
20.0,40.0,14.0,9.0,0.8199388,0.82009995,-0.00016117112274172118,3.205604,3.20545,0.0001540763854981364,3.687415,3.6873248,9.00845672608952e-05
20.0,40.0,3.0,7.0,0.8532354,0.8531249,0.00011052356491092485,3.3536432,3.3534,0.0002431789398191775,2.821941,2.8218498,9.10988952638192e-05
20.0,30.0,1.0,8.0,0.98598075,0.98595,3.0749130249030365e-05,2.7354279,2.7354248,3.0564453123993474e-06,2.310244,2.3102498,-5.7165954587823364e-06
19.0,50.0,13.0,9.0,0.7105504,0.7106954,-0.00014497256317136387,3.3823295,3.381986,0.00034346395874029767,4.031831,4.031619,0.00021178765869134253
19.0,40.0,14.0,10.0,0.8745098,0.87461644,-0.000106628598632863,2.8091118,2.8087714,0.00034043357238777716,3.628781,3.6285965,0.00018458024597167721
19.0,30.0,6.0,9.0,0.9820334,0.9820926,-5.9228074645978346e-05,2.4554303,2.4553921,3.8169241332930426e-05,2.4332883,2.4331505,0.00013783580017090458
20.0,40.0,10.0,8.0,0.8502006,0.8502499,-4.930652847290329e-05,3.3128433,3.3130002,-0.00015687724609358966,3.2559116,3.256125,-0.00021341133117669386
19.0,20.0,3.0,10.0,1.0015223,1.001615,-9.269737243644549e-05,1.9134344,1.9130371,0.00039728625335699874,1.9232752,1.9229244,0.0003508323150633874
19.0,50.0,9.0,8.0,0.69534266,0.6952823,6.03599502563279e-05,3.501118,3.5009305,0.0001874447174072813,3.644424,3.64443,-6.038360595539416e-06
20.0,40.0,6.0,7.0,0.8303981,0.8304,-1.9172668457301256e-06,3.3937871,3.39375,3.714561462420107e-05,2.9257038,2.9257247,-2.0936038207963747e-05
18.0,50.0,3.0,10.0,0.8739187,0.87386054,5.8172139129619715e-05,3.034868,3.0348017,6.630193786616445e-05,3.491188,3.4912817,-9.365068359379336e-05
20.0,30.0,6.0,8.0,0.964622,0.9646999,-7.787927856450771e-05,2.8608093,2.8607998,9.526171874885137e-06,2.4980528,2.498,5.2835464477318794e-05
19.0,50.0,14.0,9.0,0.6728754,0.6731138,-0.0002383956420898281,3.3668206,3.3669395,-0.00011892619323727871,4.110946,4.111214,-0.00026782156372107124
20.0,20.0,2.0,8.0,0.9477458,0.9477499,-4.099981689487109e-06,2.4110794,2.4109,0.00017940673828142906,1.8863704,1.8862249,0.00014552045593263507
18.0,50.0,2.0,10.0,0.8597257,0.8596237,0.00010201372985840784,3.0233815,3.0232687,0.00011277163391110179,3.4729,3.4729922,-9.228621215839894e-05
19.0,30.0,1.0,9.0,0.98625076,0.9862507,5.817108150729666e-08,2.3319178,2.3318727,4.506275634774681e-05,2.2439914,2.2439268,6.457496948231167e-05
20.0,20.0,5.0,9.0,0.99362814,0.9936249,3.2442642211583106e-06,2.3797035,2.3795,0.00020352172851545447,2.095899,2.0957499,0.00014920507202154099
20.0,40.0,4.0,6.0,0.75345296,0.75350004,-4.708332351688327e-05,3.4788578,3.47885,7.755661010744319e-06,2.7458668,2.7457752,9.157551269511899e-05
20.0,30.0,7.0,8.0,0.9470941,0.94725,-0.00015591716766361063,2.8787105,2.878525,0.00018550834655783888,2.5526795,2.5523498,0.00032973872680663874
20.0,30.0,8.0,8.0,0.92533743,0.92539996,-6.252618499758e-05,2.8938172,2.8938,1.7186355590670388e-05,2.6123738,2.6123,7.382888793960873e-05
18.0,50.0,13.0,10.0,0.77415705,0.774229,-7.19527282714294e-05,3.015476,3.0153806,9.538838806166794e-05,3.982277,3.982176,0.00010091650390631202
18.0,30.0,7.0,10.0,0.9870658,0.98711056,-4.476791625973586e-05,2.1007066,2.1005518,0.00015477730102553267,2.4237008,2.423479,0.00022180947875982682
20.0,50.0,5.0,3.0,0.24590221,0.24624997,-0.00034775952598573023,4.2970314,4.297625,-0.0005935974121094034,3.0381734,3.0385,-0.00032656288146970525
20.0,40.0,7.0,7.0,0.8139459,0.8140249,-7.901052703862543e-05,3.4023175,3.4023,1.7523956298948207e-05,2.97157,2.9715497,2.0314953613098652e-05
19.0,30.0,7.0,9.0,0.9680529,0.9680612,-8.276320648148427e-06,2.4733698,2.4727461,0.0006237368072508076,2.4880834,2.4877954,0.000287962579345713
19.0,40.0,15.0,10.0,0.8313922,0.83155984,-0.00016761139663701297,2.8006423,2.8004503,0.00019195196838373008,3.7226954,3.7223167,0.00037865064697273354
20.0,40.0,2.0,7.0,0.85208774,0.8518999,0.00018783612976069897,3.3352969,3.3350499,0.00024696927795408996,2.7985103,2.7984247,8.561303405762999e-05
20.0,50.0,3.0,3.0,0.26979533,0.27014995,-0.0003546216213226594,4.2953596,4.295925,-0.0005653884887699689,2.9999745,3.0003,-0.0003255107879640562
19.0,50.0,15.0,9.0,0.63087416,0.6311321,-0.0002579430480956768,3.3491397,3.349444,-0.000304309600830166,4.1962566,4.1964087,-0.00015206242675791515
20.0,40.0,11.0,8.0,0.8188457,0.8188249,2.078929672244545e-05,3.3131793,3.3133,-0.00012074546813956033,3.3256512,3.3257496,-9.843117675778501e-05
18.0,20.0,4.0,10.0,0.93170494,0.9317764,-7.146158828730265e-05,1.695464,1.6951873,0.00027671500701909046,1.8265442,1.8262304,0.0003137656112670584
18.0,30.0,8.0,10.0,0.97205687,0.9720974,-4.05343078613285e-05,2.1151953,2.1150846,0.00011067435302747342,2.4841824,2.4840183,0.00016405778808614713
20.0,30.0,9.0,8.0,0.89910275,0.89914995,-4.720255966184084e-05,2.9066987,2.9066248,7.390376586924319e-05,2.6779506,2.67785,0.00010062065124527564
19.0,30.0,12.0,10.0,0.9317297,0.93179274,-6.306566070557462e-05,2.4227316,2.4226553,7.633795471173599e-05,2.9432108,2.9430296,0.00018124022521970318
20.0,20.0,12.0,10.0,0.8893448,0.8896999,-0.0003550885604858278,2.415947,2.4148502,0.0010967604492186922,2.700744,2.6995747,0.0011692136505128126
20.0,40.0,1.0,7.0,0.8464829,0.8462749,0.00020797296295160805,3.3146663,3.3142498,0.00041647120971699536,2.78069,2.7805998,9.015475769036385e-05
19.0,40.0,16.0,10.0,0.78389484,0.7841033,-0.00020846309738153934,2.7899663,2.789679,0.00028734483337400363,3.8220158,3.8216362,0.0003795623291016348
19.0,30.0,8.0,9.0,0.94958067,0.9496296,-4.893059692379076e-05,2.4877257,2.48765,7.573471069344251e-05,2.5481737,2.54804,0.00013366600036635035
19.0,20.0,5.0,10.0,0.9933433,0.99340194,-5.864633316043921e-05,1.9787796,1.9783448,0.0004347543670655263,2.0216649,2.0212638,0.00040105786438005
18.0,50.0,1.0,10.0,0.8411414,0.8409868,0.00015460272140499498,3.0092018,3.0092862,-8.443493957521753e-05,3.4602258,3.4603028,-7.697945861817601e-05
18.0,50.0,14.0,10.0,0.74002665,0.7400658,-3.914718704223219e-05,2.999916,2.9999638,-4.772333984393029e-05,4.061983,4.062066,-8.289147949192e-05
20.0,30.0,12.0,9.0,0.89605725,0.8961,-4.275188446045686e-05,2.822502,2.8224998,2.0978118895342845e-06,3.0089312,3.0089,3.115997314440122e-05
17.0,30.0,7.0,10.0,0.9216473,0.9216799,-3.2589743041988584e-05,1.8543091,1.8542238,8.528203125002243e-05,2.274113,2.2739692,0.0001437398345949248
20.0,50.0,6.0,3.0,0.22734505,0.22769992,-0.0003548706187438966,4.2942486,4.2948008,-0.0005522190673827865,3.0657053,3.0660002,-0.0002949006225585471
19.0,40.0,10.0,9.0,0.8932986,0.8933032,-4.574053955042068e-06,2.9099984,2.910016,-1.7583099365392485e-05,3.1990125,3.1990073,5.217929077261374e-06
20.0,40.0,3.0,6.0,0.7592294,0.75922495,4.471615600576406e-06,3.464527,3.4645,2.6891708373888434e-05,2.7182274,2.7181497,7.768647460926204e-05
20.0,40.0,15.0,9.0,0.7733175,0.7736249,-0.00030738414993281005,3.1975656,3.1975,6.555557250997879e-05,3.7808332,3.7807496,8.364432373042519e-05
19.0,40.0,11.0,9.0,0.8653059,0.86529666,9.240573730417978e-06,2.9099765,2.9099448,3.168239135753481e-05,3.2689614,3.2689266,3.4829595947361014e-05
20.0,20.0,6.0,9.0,0.9794543,0.9794998,-4.552105407717999e-05,2.4090369,2.4088502,0.00018667477111833364,2.153242,2.153025,0.0002171112060547209
20.0,20.0,7.0,9.0,0.96083844,0.96097493,-0.00013649291961670418,2.436147,2.4357502,0.0003967745635984343,2.2162728,2.2159,0.0003728309631347848
20.0,40.0,12.0,8.0,0.7829144,0.7829999,-8.549989929196311e-05,3.3111362,3.3111498,-1.3554272460858385e-05,3.400952,3.4009748,-2.269924621600694e-05
19.0,40.0,4.0,8.0,0.8746737,0.87470335,-2.9625825500478875e-05,2.9608262,2.9607525,7.365852355967206e-05,2.794794,2.7947783,1.5782641601624903e-05
20.0,30.0,16.0,10.0,0.81666386,0.8167998,-0.00013593872528072648,2.7245152,2.7243996,0.00011559966125496146,3.506416,3.5063,0.00011608238220217615
18.0,50.0,15.0,10.0,0.70143056,0.7015026,-7.204084167478086e-05,2.9821696,2.9820964,7.322814331045535e-05,4.147527,4.1475554,-2.8182135009657827e-05
20.0,20.0,8.0,9.0,0.9379959,0.9380499,-5.398935546874206e-05,2.4605753,2.4602,0.0003753421783447841,2.2846715,2.2843747,0.0002968450286866542
20.0,40.0,16.0,9.0,0.7224678,0.7227498,-0.00028201988677978296,3.1873648,3.1871002,0.00026461666564925324,3.8800626,3.8797748,0.0002877801086427212
19.0,20.0,2.0,10.0,0.99910015,0.99912167,-2.152132217403402e-05,1.8770776,1.876708,0.0003695794982909728,1.8824253,1.8821545,0.00027080822753910994
20.0,30.0,13.0,9.0,0.8547456,0.8548,-5.4373550415043326e-05,2.8270957,2.8270748,2.0946994018444798e-05,3.0982845,3.0982497,3.478295593239977e-05
20.0,40.0,8.0,7.0,0.793172,0.79324996,-7.795816131594968e-05,3.4084144,3.4084,1.4363861084110141e-05,3.0229306,3.022975,-4.437789917011159e-05
